id,title,rating,date,body,sentiment,category,satisfied,text
314,"Attention à la societe d'escroc Xuzhou Noblewell International Trade Co., Ltd",1,2020-03-28 17:21:54+00:00,"J'ai eu affaire avec Natalie Wang de la société Noblewell. Faites très attention cette société est une société d'escrocs et vous ne recevrez jamais vos produits. 
Si par chance un jour vous les recevez ils arriverons entièrement brisés. La société vous dira qu'il n'y sont pour rien et refusera de vous rembourser.
C'est une escroquerie bien connu malheureusement je me suis fait avoir",Negative,Marketplace,0,"Attention à la societe d'escroc Xuzhou Noblewell International Trade Co., Ltd J'ai eu affaire avec Natalie Wang de la société Noblewell. Faites très attention cette société est une société d'escrocs et vous ne recevrez jamais vos produits. 
Si par chance un jour vous les recevez ils arriverons entièrement brisés. La société vous dira qu'il n'y sont pour rien et refusera de vous rembourser.
C'est une escroquerie bien connu malheureusement je me suis fait avoir"
315,Bandes de voleurs toujours aucun colis…,1,2020-03-22 20:59:40+00:00,Bandes de voleurs toujours aucun colis ne commandée pas chez eux .Cordialement,Negative,Shipping,0,Bandes de voleurs toujours aucun colis… Bandes de voleurs toujours aucun colis ne commandée pas chez eux .Cordialement
316,Perfect,5,,"Perfect, no problem.",Negative,Uncategorized,1,"Perfect Perfect, no problem."
317,les entreprises qui passent des…,1,2020-03-06 13:02:41+00:00,"les entreprises qui passent des annonces sur ce site nous prennent pour des ""pigeons"" les prix affichés sont attractifs sauf que lorsque vous recevez le devis le prix est beaucoup plus élevé , idem pour le quantitatif minimum il est raisonnable sur l'annonce au final la condition c'est de remplir un container ... les coûts de transport c'est à la tête du client sans garanti ! ils remplissent le container sur un port de chine et après chacun pour soi . en comparant avec certains fournisseurs européens leurs tarifs sont de moins en moins compétitifs et la qualité rarement au RDV",Negative,Marketplace,0,"les entreprises qui passent des… les entreprises qui passent des annonces sur ce site nous prennent pour des ""pigeons"" les prix affichés sont attractifs sauf que lorsque vous recevez le devis le prix est beaucoup plus élevé , idem pour le quantitatif minimum il est raisonnable sur l'annonce au final la condition c'est de remplir un container ... les coûts de transport c'est à la tête du client sans garanti ! ils remplissent le container sur un port de chine et après chacun pour soi . en comparant avec certains fournisseurs européens leurs tarifs sont de moins en moins compétitifs et la qualité rarement au RDV"
318,Des escrocs et des SPAMEURS avec…,1,2020-02-14 12:58:31+00:00,"Des escrocs et des SPAMEURS avec Taobao.com ce site leur appartient également! ne vous plaignez pas si vous achetez en Chine, c'est votre choix pour essayer de gagner qq euros, mais quand le colis n'arrive pas, ne pleurnichez pas!",Negative,Shipping,0,"Des escrocs et des SPAMEURS avec… Des escrocs et des SPAMEURS avec Taobao.com ce site leur appartient également! ne vous plaignez pas si vous achetez en Chine, c'est votre choix pour essayer de gagner qq euros, mais quand le colis n'arrive pas, ne pleurnichez pas!"
319,cela fait plus de 6 mois que je n'ai…,1,2020-02-14 11:58:29+00:00,"Update : le service client m'a contactée mais depuis que j'ai fourni les informations je n'ai toujours aucune solution.

cela fait plus de 6 mois que je n'ai pas reçu ma commande ... j'ai essayé de joindre le service client de nombreuses fois sans succès ! le fournisseur ne veut pas me livrer ma marchandise et Trade assurance a expiré et le remboursement ne peut plus se faire automatiquement, j'ai juste reçu un sample et maintenant ma commande est bloquée...
commande n° 17731595501023560 (200 paires de chaussettes)",Negative,Customer Service,0,"cela fait plus de 6 mois que je n'ai… Update : le service client m'a contactée mais depuis que j'ai fourni les informations je n'ai toujours aucune solution.

cela fait plus de 6 mois que je n'ai pas reçu ma commande ... j'ai essayé de joindre le service client de nombreuses fois sans succès ! le fournisseur ne veut pas me livrer ma marchandise et Trade assurance a expiré et le remboursement ne peut plus se faire automatiquement, j'ai juste reçu un sample et maintenant ma commande est bloquée...
commande n° 17731595501023560 (200 paires de chaussettes)"
320,Mes déboires avec eux ont été résolus…,3,,"Mes déboires avec eux ont été résolus en grande partie suite à mon avis défavorable sur eux et leurs services ici sur le site . ( j'en ai l'impression)
Ils m'ont contacté ici sur ce site et j'ai pu mettre à plat tous mes griefs
Ils en ont tenu compte...

A ce jour litige résolu avec eux et mon fournisseur
donc à ce jour précis je reste un peu dubitatif, j'aurais tant aimé résoudre les problèmes dans l'intimité avec eux et le fournisseur
Je redonne mon avis dès la prochaine commande passée à travers eux...",Negative,Customer Service,0,"Mes déboires avec eux ont été résolus… Mes déboires avec eux ont été résolus en grande partie suite à mon avis défavorable sur eux et leurs services ici sur le site . ( j'en ai l'impression)
Ils m'ont contacté ici sur ce site et j'ai pu mettre à plat tous mes griefs
Ils en ont tenu compte...

A ce jour litige résolu avec eux et mon fournisseur
donc à ce jour précis je reste un peu dubitatif, j'aurais tant aimé résoudre les problèmes dans l'intimité avec eux et le fournisseur
Je redonne mon avis dès la prochaine commande passée à travers eux..."
321,Lamentable....Colis jamais reçu et…,1,2020-01-24 09:02:20+00:00,Lamentable....Colis jamais reçu et impossible d'avoir des explications et le suivi du transport...Aucune indemnité ou remboursement. Colis en provenance de Chine ce que je ne savais pas lors de l'achat...,Negative,Customer Service,0,Lamentable....Colis jamais reçu et… Lamentable....Colis jamais reçu et impossible d'avoir des explications et le suivi du transport...Aucune indemnité ou remboursement. Colis en provenance de Chine ce que je ne savais pas lors de l'achat...
322,"Support ne supportant pas, ne pas prendre d'objets cher.",2,2020-01-13 14:02:59+00:00,"Une place de marché très intéressante, avec souvent des produits corrects.
MAIS le support Alibaba (ou aliexpress) est juste lamentable.
Pour la transaction 3000714671690027 le paquet est arrivé à la poste le 22/11/19. Ni la poste, ni aliexpress ne m'informe de l'arrivée. Je reçois un email d'Aliexpress le 9/12/19 m'informant de l'arrivée du paquet. Le 10/12/19 je vais à la poste où ils me disent (et me fournissent un papier le certifiant) que le parquet a été retourné à l'envoyeur le 09/12/19 (donc le jour où j'ai été informé de la disponibilité de l'objet).
Le vendeur se retranche derrière Aliexpress qui à son tour se retranche derrière le fait que le paquet est arrivé mais pas retiré !!!
Aucun recours ne change quoi que ce soit. J'en suis pour 240€ et le vendeur à récupéré la commande...
A éviter, sauf pour de petits objets (et encore il ne faut pas être pressé).

16 Janvier 2020 : demande d'alibaba pour contact (juste un lien vers leur faq) pour en savoir plus alors que le numéro de transaction est en clair. J'ai déjà fait 2 appels sans que l'on m'aide sur les pièces a fournir ou que celles que j'ai soient prisent en compte.",Negative,Customer Service,0,"Support ne supportant pas, ne pas prendre d'objets cher. Une place de marché très intéressante, avec souvent des produits corrects.
MAIS le support Alibaba (ou aliexpress) est juste lamentable.
Pour la transaction 3000714671690027 le paquet est arrivé à la poste le 22/11/19. Ni la poste, ni aliexpress ne m'informe de l'arrivée. Je reçois un email d'Aliexpress le 9/12/19 m'informant de l'arrivée du paquet. Le 10/12/19 je vais à la poste où ils me disent (et me fournissent un papier le certifiant) que le parquet a été retourné à l'envoyeur le 09/12/19 (donc le jour où j'ai été informé de la disponibilité de l'objet).
Le vendeur se retranche derrière Aliexpress qui à son tour se retranche derrière le fait que le paquet est arrivé mais pas retiré !!!
Aucun recours ne change quoi que ce soit. J'en suis pour 240€ et le vendeur à récupéré la commande...
A éviter, sauf pour de petits objets (et encore il ne faut pas être pressé).

16 Janvier 2020 : demande d'alibaba pour contact (juste un lien vers leur faq) pour en savoir plus alors que le numéro de transaction est en clair. J'ai déjà fait 2 appels sans que l'on m'aide sur les pièces a fournir ou que celles que j'ai soient prisent en compte."
323,comment ferait on sans eux,5,2020-01-09 08:56:40+00:00,comment ferait on sans eux,Negative,Uncategorized,1,comment ferait on sans eux comment ferait on sans eux
324,achat d'un drone spray agricole société…,2,2020-01-06 07:16:14+00:00,achat d'un drone spray agricole société Feyi technologies a shenzen ''. 4200 usd perdu le drone ne fonctionne pas ''Un envoi d'occasion et pièces cassés radar et FPV '' cette société ne fournit pas de pièces détachées '' d'entrée et ne fait pas fonctionner la garantie 1 an '' ils m'ont envoyé 3 downloads différents ''en 4 mois et des facon de calibration du drone jamais identique '' puis Miss Evlyn Wo et son technicien Frank on simplement disparu ''ils ne répondent plus a messages sur Alibaba'' j'ai des pièces cassé dans transport ' et ils avaient dit qu'il m'aiderait a faire start engines ' drone '' cela fait 4 mois 1/2 '' Alibaba avec ses employés corrompu on donnez raison a ce vendeur ''malgré toutes les preuves que j'ai envoyez pendant plus de 2 mois et demi '' Non ce vendeur fait passer l'acheteur pour un incapable de faire fonctionner un drone 'Je suis gérant formateur drone en France 'ceka fait 89 ans que je pilote et regles toutes sortes de drones 'ALIBABA j'ai 18 années client chez vous '' Quelle est cette mauvaise politique vis a vis des acheteurs '? Merci de revoir ma dispute et de lire depuis le debut tout les messages de la vendeuse Evlyn Wo '' C'est des escrocs cela est pourtant flagrant,Negative,Shipping,0,achat d'un drone spray agricole société… achat d'un drone spray agricole société Feyi technologies a shenzen ''. 4200 usd perdu le drone ne fonctionne pas ''Un envoi d'occasion et pièces cassés radar et FPV '' cette société ne fournit pas de pièces détachées '' d'entrée et ne fait pas fonctionner la garantie 1 an '' ils m'ont envoyé 3 downloads différents ''en 4 mois et des facon de calibration du drone jamais identique '' puis Miss Evlyn Wo et son technicien Frank on simplement disparu ''ils ne répondent plus a messages sur Alibaba'' j'ai des pièces cassé dans transport ' et ils avaient dit qu'il m'aiderait a faire start engines ' drone '' cela fait 4 mois 1/2 '' Alibaba avec ses employés corrompu on donnez raison a ce vendeur ''malgré toutes les preuves que j'ai envoyez pendant plus de 2 mois et demi '' Non ce vendeur fait passer l'acheteur pour un incapable de faire fonctionner un drone 'Je suis gérant formateur drone en France 'ceka fait 89 ans que je pilote et regles toutes sortes de drones 'ALIBABA j'ai 18 années client chez vous '' Quelle est cette mauvaise politique vis a vis des acheteurs '? Merci de revoir ma dispute et de lire depuis le debut tout les messages de la vendeuse Evlyn Wo '' C'est des escrocs cela est pourtant flagrant
325,Site de voleurs et d'escrocs,1,2020-01-04 17:50:14+00:00,"Site de voleurs et d'escrocs.  Ils utilisent des numéros bidons (déjà utilisés pour d'autres envois, la boutique 3C Photo Store a cette pratique) et vous disent que la marchandise est livrée. Alibaba,l'escroquerie made in China.",Negative,Shipping,0,"Site de voleurs et d'escrocs Site de voleurs et d'escrocs.  Ils utilisent des numéros bidons (déjà utilisés pour d'autres envois, la boutique 3C Photo Store a cette pratique) et vous disent que la marchandise est livrée. Alibaba,l'escroquerie made in China."
326,voleurs,1,2020-01-04 15:24:00+00:00,Que des voleurs vous payer on reçoit rien je comprends pas avec tous les mécontentements comment ce site se retrouve pas face à la justice,Negative,Marketplace,0,voleurs Que des voleurs vous payer on reçoit rien je comprends pas avec tous les mécontentements comment ce site se retrouve pas face à la justice
327,J'ai commandé un produit on me dit…,4,,"J'ai commandé un produit on me dit qu'il est retenu par la douane du Nigeria et là je dois faire un transfert à nouveau,que pensez vous?",Negative,Marketplace,1,"J'ai commandé un produit on me dit… J'ai commandé un produit on me dit qu'il est retenu par la douane du Nigeria et là je dois faire un transfert à nouveau,que pensez vous?"
328,"BONNE EXPERIENCE, Mais Alibaba...",4,,"Le site est vraiment bien. J'ai pu faire des affaires depuis la Chine étant en Côte d'Ivoire sans besoin de me déplacer, économisant les frais de billet d'avion. J'ai commandé des cravates avec logo avec la société Shengzhou Eagle Necktie and Clothing. La société a été très honnête et crédible.
Cependant, il s'est passé quelque chose de mal au sujet de la confirmation de la réception des marchandises sur Alibaba. J'ai reçu la totalité des marchandises le 26 Décembre 2019 soir. J'ai allumé mon ordinateur le lendemain 27 matin à 2h GMT pour valider la réception de mes 7 commandes quand j’aperçois que 6 commandes sur les 7 ont été confirmées il y a 2 jour c.à.d le 25 Décembre, le jour de Noel, entre 8h17 et 8h32 GMT. Qui les a validé ? Alors que ce 25 Décembre, je n'ai pas allumé l’ordinateur et je ne suis pas sorti, j'étais au repos dans ma maison du matin au soir et l'ordinateur est dans ma chambre.
J'ai demandé à mon fournisseur qui dit ne pas avoir ce pouvoir. Qui donc les a validées à ma place? J'ai consulté les avis sur Alibaba et je lis un utilisateur d'Alibaba qui se plains du même problème car ses marchandises étaient encore en route lorsque le système a validé seul la réception. Je demande donc à l'équipe technique de Alibaba de  corriger ce fait.",Negative,Electronics,1,"BONNE EXPERIENCE, Mais Alibaba... Le site est vraiment bien. J'ai pu faire des affaires depuis la Chine étant en Côte d'Ivoire sans besoin de me déplacer, économisant les frais de billet d'avion. J'ai commandé des cravates avec logo avec la société Shengzhou Eagle Necktie and Clothing. La société a été très honnête et crédible.
Cependant, il s'est passé quelque chose de mal au sujet de la confirmation de la réception des marchandises sur Alibaba. J'ai reçu la totalité des marchandises le 26 Décembre 2019 soir. J'ai allumé mon ordinateur le lendemain 27 matin à 2h GMT pour valider la réception de mes 7 commandes quand j’aperçois que 6 commandes sur les 7 ont été confirmées il y a 2 jour c.à.d le 25 Décembre, le jour de Noel, entre 8h17 et 8h32 GMT. Qui les a validé ? Alors que ce 25 Décembre, je n'ai pas allumé l’ordinateur et je ne suis pas sorti, j'étais au repos dans ma maison du matin au soir et l'ordinateur est dans ma chambre.
J'ai demandé à mon fournisseur qui dit ne pas avoir ce pouvoir. Qui donc les a validées à ma place? J'ai consulté les avis sur Alibaba et je lis un utilisateur d'Alibaba qui se plains du même problème car ses marchandises étaient encore en route lorsque le système a validé seul la réception. Je demande donc à l'équipe technique de Alibaba de  corriger ce fait."
329,ARNAQUES GROSSIÈRE MAIS LÉGALE.,1,2019-12-28 00:00:00+00:00,"ARNAQUES GROSSIÈRE MAIS LÉGALE
Article reçu qui ne correspond pas du tout à la commande et qui en plus tombe en panne au bout de 2 mois. 160 € offert à Ali arnaque... 
une fois l article qui arrive à votre domicile on vous demande de vous acquitter d une taxe de TVA et douane env 30% supplémentaire et comme vous attendez le produit commandé depuis un mois et demi vous paierez.
Attention produit commandé non livré.",Negative,Electronics,0,"ARNAQUES GROSSIÈRE MAIS LÉGALE. ARNAQUES GROSSIÈRE MAIS LÉGALE
Article reçu qui ne correspond pas du tout à la commande et qui en plus tombe en panne au bout de 2 mois. 160 € offert à Ali arnaque... 
une fois l article qui arrive à votre domicile on vous demande de vous acquitter d une taxe de TVA et douane env 30% supplémentaire et comme vous attendez le produit commandé depuis un mois et demi vous paierez.
Attention produit commandé non livré."
330,"ALI (BABA/Express...) A FUIR, passez votre chemin...",1,2019-12-26 15:44:39+00:00,"Bonjour,
Retour d'expérience très négatif. A FUIR les Alibaba et marques du groupe comme AliExpress….
J'ai essayé pour voir, et c'est vraiment très décevant.
Certes les prix sont alléchants, les produits proposés nombreux...
Ne pas oublier les frais de douane au dessus d'une vingtaine d'euros, surtout si l'abruti de soit disant commerçant vous passe cela sous DHL (bande de c**s, degrés zéro de la compétence).
En cas de litige, oubliez la soit disant ""protection du consommateur"" annoncée sur le site… on livre un article inutile (erreur de leur part, incapable de faire une commande), mais on ne rembourse pas les frais de livraison, donc il vous faut refaire une nouvelle commande et donc avoir de nouveau des frais de transports…
(Moins de soucis sur EBAY avec PAYPAL…si si  c'est vrai)
On vous ferme la plus grosse commande d'office et l'on ne vous rembourse pas...rien, pas d'explications.. jamais reçu mais pourtant indiqué comme tel (pas par moi) impossible de contester...
La seule chose vous restant à faire est de leur faire de la bonne publicité à hauteur de la qualité de ce site marchand, cela pour éviter que d'autres pigeons n'ailles chez eux.
Donc c'est la première et dernière fois pour moi avec cette société ayant des pratiques très en dessous du minimum attendu.
conclusion : A FUIR, oubliez c'est de l'arnaque….
Si vous ne résistez pas, ne pas commander au dessus de 10 euros port compris pour limiter la casse

Les avis positifs sont certainement des avis payants...",Negative,Customer Service,0,"ALI (BABA/Express...) A FUIR, passez votre chemin... Bonjour,
Retour d'expérience très négatif. A FUIR les Alibaba et marques du groupe comme AliExpress….
J'ai essayé pour voir, et c'est vraiment très décevant.
Certes les prix sont alléchants, les produits proposés nombreux...
Ne pas oublier les frais de douane au dessus d'une vingtaine d'euros, surtout si l'abruti de soit disant commerçant vous passe cela sous DHL (bande de c**s, degrés zéro de la compétence).
En cas de litige, oubliez la soit disant ""protection du consommateur"" annoncée sur le site… on livre un article inutile (erreur de leur part, incapable de faire une commande), mais on ne rembourse pas les frais de livraison, donc il vous faut refaire une nouvelle commande et donc avoir de nouveau des frais de transports…
(Moins de soucis sur EBAY avec PAYPAL…si si  c'est vrai)
On vous ferme la plus grosse commande d'office et l'on ne vous rembourse pas...rien, pas d'explications.. jamais reçu mais pourtant indiqué comme tel (pas par moi) impossible de contester...
La seule chose vous restant à faire est de leur faire de la bonne publicité à hauteur de la qualité de ce site marchand, cela pour éviter que d'autres pigeons n'ailles chez eux.
Donc c'est la première et dernière fois pour moi avec cette société ayant des pratiques très en dessous du minimum attendu.
conclusion : A FUIR, oubliez c'est de l'arnaque….
Si vous ne résistez pas, ne pas commander au dessus de 10 euros port compris pour limiter la casse

Les avis positifs sont certainement des avis payants..."
331,SCOOTER MYHOPE,1,2019-12-19 17:05:26+00:00,J AI PAYE 590.00 POUR UN SCOOTER MYHOPE JAMAIS RECU ET JE NE PEUX PAS RECUPERER MA PAYE GROS ARNAQUE NE JAMAIS COMMANDE SUR CE SITE,Negative,Customer Service,0,SCOOTER MYHOPE J AI PAYE 590.00 POUR UN SCOOTER MYHOPE JAMAIS RECU ET JE NE PEUX PAS RECUPERER MA PAYE GROS ARNAQUE NE JAMAIS COMMANDE SUR CE SITE
332,Alors eux c est bien Alibaba et les 40…,1,2019-12-19 11:14:01+00:00,"Alors eux c est bien Alibaba et les 40 voleurs 
Sa porte bien le nom il prenne pas Paypal méfier vous 
.",Negative,Uncategorized,0,"Alors eux c est bien Alibaba et les 40… Alors eux c est bien Alibaba et les 40 voleurs 
Sa porte bien le nom il prenne pas Paypal méfier vous 
."
333,J'ai reçu la moitié de ce que j'avais…,1,,J'ai reçu la moitié de ce que j'avais commandé. Ali Baba ne répond pas à ma plainte. Total irrespect de la clientèle. Je ne commanderai plus jamais rien sur ce site.,Negative,Customer Service,0,J'ai reçu la moitié de ce que j'avais… J'ai reçu la moitié de ce que j'avais commandé. Ali Baba ne répond pas à ma plainte. Total irrespect de la clientèle. Je ne commanderai plus jamais rien sur ce site.
334,excellent service  dans tous,5,,excellent service  dans tous,Neutral,Customer Service,1,excellent service  dans tous excellent service  dans tous
335,Escroqué par société référencée alibaba,5,2019-12-01 14:09:19+00:00,"Escroqué par une société référencée sur alibaba. Envoi de facture, paiment par western union, plus de nouvelles. Alibaba me dit apres 3 semaines avoir banni ce prestataire, mais en ressayant, meme arnaque proposée avec un autre. Fuyz alibaba, car arnaqué on ne peut rien faire !!",Negative,Shipping,1,"Escroqué par société référencée alibaba Escroqué par une société référencée sur alibaba. Envoi de facture, paiment par western union, plus de nouvelles. Alibaba me dit apres 3 semaines avoir banni ce prestataire, mais en ressayant, meme arnaque proposée avec un autre. Fuyz alibaba, car arnaqué on ne peut rien faire !!"
336,TOUJOURS QUE DES VOLEURS SUR…,1,2019-12-01 00:00:00+00:00,"TOUJOURS QUE DES VOLEURS SUR ALIEXPRESS, IL NE FAUT PAS COMMANDER SUR SES SITES, J'AI FAIT PLUSIEURS ACHATS ET RECU QUE DE LA MER.E, A EVITER...",Negative,Customer Service,0,"TOUJOURS QUE DES VOLEURS SUR… TOUJOURS QUE DES VOLEURS SUR ALIEXPRESS, IL NE FAUT PAS COMMANDER SUR SES SITES, J'AI FAIT PLUSIEURS ACHATS ET RECU QUE DE LA MER.E, A EVITER..."
337,professionnel and serious,5,,"professionnel and serious
Good luck",Negative,Uncategorized,1,"professionnel and serious professionnel and serious
Good luck"
338,"super magasin,contact avec Kira(ma…",5,,"super magasin,contact avec Kira(ma vendeuse) très professionnelle et super sympa.merci à vous",Neutral,Customer Service,1,"super magasin,contact avec Kira(ma… super magasin,contact avec Kira(ma vendeuse) très professionnelle et super sympa.merci à vous"
339,Very good service,5,,"Very good service, thank you",Negative,Customer Service,1,"Very good service Very good service, thank you"
340,a eviter,1,2019-11-15 13:39:52+00:00,Payé 74 usd et je n'ai rien reçu.l'assurance que j'ai payé est une arnaque,Negative,Uncategorized,0,a eviter Payé 74 usd et je n'ai rien reçu.l'assurance que j'ai payé est une arnaque
341,TRES SATISFAIT,5,2019-10-28 17:54:33+00:00,TRES SATISFAIT,Positive,Uncategorized,1,TRES SATISFAIT TRES SATISFAIT
342,Bien dans l'ensemble par contre à…,4,2019-10-25 06:42:45+00:00,"Bien dans l'ensemble par contre à éviter d'acheter chez ce vendeur shenzhen luxe silicone CO,, Ltd car que de souci",Neutral,Uncategorized,1,"Bien dans l'ensemble par contre à… Bien dans l'ensemble par contre à éviter d'acheter chez ce vendeur shenzhen luxe silicone CO,, Ltd car que de souci"
343,bonjour  alibaba  et 40 voleur,1,2019-10-23 19:13:25+00:00,"bonjour  alibaba  et 40 voleur. j ai commandé  2 pièce  montre  etc .j ai payer mais la LIVRAISON  n est jamais  arrivée  .vous  appelez  au téléphone  soit  disant  gratuit   ces faux j ai 135.euros de ma poche. après 40 minutes  sa ma raccroche  au nez.si vous  parlez  anglais. Ces mort
.enfin  pour  la valeur  de 40 euros  de marchandise   sa me revient  à 200 euros   pouvez  avoir  quelques  personne   au bout  du fil  j ai parlé  dans  le vent  arnaque  arnaque  bon courage   .",Negative,Electronics,0,"bonjour  alibaba  et 40 voleur bonjour  alibaba  et 40 voleur. j ai commandé  2 pièce  montre  etc .j ai payer mais la LIVRAISON  n est jamais  arrivée  .vous  appelez  au téléphone  soit  disant  gratuit   ces faux j ai 135.euros de ma poche. après 40 minutes  sa ma raccroche  au nez.si vous  parlez  anglais. Ces mort
.enfin  pour  la valeur  de 40 euros  de marchandise   sa me revient  à 200 euros   pouvez  avoir  quelques  personne   au bout  du fil  j ai parlé  dans  le vent  arnaque  arnaque  bon courage   ."
344,Il est assez rigolo de constater encore…,1,2019-10-10 09:50:50+00:00,"Il est assez rigolo de constater encore aujourd'hui fin 2019 que des pigeons se font encore avoir par des vendeurs qui demandent unpaiement sur western union !!!!! il y a 20 ans que tous le monde sait (ou presque) que W U est la banque de la crimininalité en tous genre sur cette planete, 
MDR",Negative,Uncategorized,0,"Il est assez rigolo de constater encore… Il est assez rigolo de constater encore aujourd'hui fin 2019 que des pigeons se font encore avoir par des vendeurs qui demandent unpaiement sur western union !!!!! il y a 20 ans que tous le monde sait (ou presque) que W U est la banque de la crimininalité en tous genre sur cette planete, 
MDR"
345,Acheteur n'est pas protégé/ pas de…,1,2019-10-06 18:40:55+00:00,"Acheteur n'est pas protégé/ pas de service client
Ça fais depuis un bon petit moment que je commande sur Aliexpress mais ... j'ai passé une commande il y a un peu plus d'un mois puis je l'ai reçu pas de la bonne taille et j'ai donc décider d'ouvrir un litige mais ce site protège son vendeur , on me demande accepter 30% de prix payé ou retourner le produit en chine à ma charge ...
puis je voulais contacter le service client mais SURPRISE nous sommes pas chez american Amazon qui vous appelle sous 2H gratuitement, là nous sommes en chine : pas de contact ni mail ni ligne de service client
Mefiez-vous des rabais sur ce site de vente... vous n’êtes pas protégé",Negative,Customer Service,0,"Acheteur n'est pas protégé/ pas de… Acheteur n'est pas protégé/ pas de service client
Ça fais depuis un bon petit moment que je commande sur Aliexpress mais ... j'ai passé une commande il y a un peu plus d'un mois puis je l'ai reçu pas de la bonne taille et j'ai donc décider d'ouvrir un litige mais ce site protège son vendeur , on me demande accepter 30% de prix payé ou retourner le produit en chine à ma charge ...
puis je voulais contacter le service client mais SURPRISE nous sommes pas chez american Amazon qui vous appelle sous 2H gratuitement, là nous sommes en chine : pas de contact ni mail ni ligne de service client
Mefiez-vous des rabais sur ce site de vente... vous n’êtes pas protégé"
346,Vous achetez pas cher des produits de…,1,2019-09-29 13:25:00+00:00,"Vous achetez pas cher des produits de très mauvaise qualité voir dangereux. Je ne conseille pas. J'ai acheté des chaussures de sport, ce n’était pas des vrais (j'ai comparé mon ancienne paire avec celle que j'avais reçue (beaucoup plus lourde et de très mauvaise finition.",Negative,Marketplace,0,"Vous achetez pas cher des produits de… Vous achetez pas cher des produits de très mauvaise qualité voir dangereux. Je ne conseille pas. J'ai acheté des chaussures de sport, ce n’était pas des vrais (j'ai comparé mon ancienne paire avec celle que j'avais reçue (beaucoup plus lourde et de très mauvaise finition."
347,"tout très bien,",5,2019-08-29 17:17:05+00:00,"tout très bien,",Neutral,Uncategorized,1,"tout très bien, tout très bien,"
348,C'est des arnaqueurs !!!!,1,2019-08-26 12:53:52+00:00,"C'est des arnaqueurs !!!!

Attention, surtout pas commandé chez eux.
J'ai commandé un appareil électronique avec frais de port compris.
J'ai été contacté par le messenger du site alibaba et par whatsapp par un employé et il m a demande expressément de re payé par les frais de livraison sinon il m'envoi pas le colis.
Bien evidement je n'ai pas accepté de payé a nouveau et Je n'ai jamais rien recu.
Ne commander surtout pas chez eux.",Negative,Customer Service,0,"C'est des arnaqueurs !!!! C'est des arnaqueurs !!!!

Attention, surtout pas commandé chez eux.
J'ai commandé un appareil électronique avec frais de port compris.
J'ai été contacté par le messenger du site alibaba et par whatsapp par un employé et il m a demande expressément de re payé par les frais de livraison sinon il m'envoi pas le colis.
Bien evidement je n'ai pas accepté de payé a nouveau et Je n'ai jamais rien recu.
Ne commander surtout pas chez eux."
349,commande réussit et reçut rapidement,5,2019-08-16 01:56:47+00:00,"commande réussit et reçut rapidement, conforme a la description",Neutral,Customer Service,1,"commande réussit et reçut rapidement commande réussit et reçut rapidement, conforme a la description"
350,bonsoir je mes suis fais avoir par un vendeur,1,2019-08-05 22:33:39+00:00,"bonsoir je mes suis fais avoir par un vendeur de produits apetamin il ma dis de luis envoyer l'argent par Wester union est puis l'envoi  a étais anule après il ma dis de lui envoyer ca par money grame je l'envoye est en suis il la réussi l'argent  Esp après il ma pas envoyer le produis suite ils ma dis de paye 200 euros de duanan j'ai refuse est je lui est demande mes  donnais mon argent il a nie  si vous vous contacte ce numero pour ce produis n'est accepte  pas +1774 326 0063 non STEFAN OLSO
AUTRE  NUMERO
+90535 308 33 69 FOREIGN AND DOMESTIQUE",Negative,Customer Service,0,"bonsoir je mes suis fais avoir par un vendeur bonsoir je mes suis fais avoir par un vendeur de produits apetamin il ma dis de luis envoyer l'argent par Wester union est puis l'envoi  a étais anule après il ma dis de lui envoyer ca par money grame je l'envoye est en suis il la réussi l'argent  Esp après il ma pas envoyer le produis suite ils ma dis de paye 200 euros de duanan j'ai refuse est je lui est demande mes  donnais mon argent il a nie  si vous vous contacte ce numero pour ce produis n'est accepte  pas +1774 326 0063 non STEFAN OLSO
AUTRE  NUMERO
+90535 308 33 69 FOREIGN AND DOMESTIQUE"
351,Je suis  très  contente de recevoir …,5,,Je suis  très  contente de recevoir  mes colis à  temps merci beaucoup suis vraiment satisfait,Neutral,Shipping,1,Je suis  très  contente de recevoir … Je suis  très  contente de recevoir  mes colis à  temps merci beaucoup suis vraiment satisfait
352,Zéro étoile même si j'aurai pu,1,2019-07-28 22:05:57+00:00,"Zéro étoile même si j'aurai pu, je me suis faite roulé comme une débutante .
Je vous conseille de ne jamais payer sans assurance ....moneygram etc....
Escroquée par des indien ou je ne sais pas d'usa Canada. Ils sont trop fort dans la manipulation et harcèlement...
Je vous souhaite pas de tomber sur eux ils sont nombreux sur alibaba . Car ils mettent les même photos sur watshap.
Voilà zéro confiance ,c'est mon conseil ...",Negative,Uncategorized,0,"Zéro étoile même si j'aurai pu Zéro étoile même si j'aurai pu, je me suis faite roulé comme une débutante .
Je vous conseille de ne jamais payer sans assurance ....moneygram etc....
Escroquée par des indien ou je ne sais pas d'usa Canada. Ils sont trop fort dans la manipulation et harcèlement...
Je vous souhaite pas de tomber sur eux ils sont nombreux sur alibaba . Car ils mettent les même photos sur watshap.
Voilà zéro confiance ,c'est mon conseil ..."
353,sérieux confiance tranquillité pour moi…,4,2019-07-08 08:55:38+00:00,sérieux confiance tranquillité pour moi se tout ok,Negative,Uncategorized,1,sérieux confiance tranquillité pour moi… sérieux confiance tranquillité pour moi se tout ok
