title,rating,date,body,sentiment,category,month_year,satisfied
Envoie rapide et sérieux,5,2024-05-30,Envoie rapide et sérieux ,Positive,Shipping,2024-05,1
Suis mécontente de l'adhésion qui m'a…,3,2024-05-30,Suis mécontente de l'adhésion qui m'a été imputée d'office à des extensions de garantie sans même que je sois prévenue avant de régler et/ou que je sois rendue destinataire a posteriori des CG !,Neutral,Shipping,2024-05,0
Mode de contact et achat recommandable. ,5,2024-05-30,Mise en relation avec un interlocuteur convenant à mon besoin et assurance du bon déroulement de la transaction. ,Positive,Uncategorized,2024-05,1
Achat parfait,5,2024-05-30,Achat parfait. Mobile le moins cher sur le marché. Envoyé rapidement et parfaitement emballé. ,Positive,Uncategorized,2024-05,1
Tout est ok !,5,2024-05-30,Articles conformes à la commande et livraison rapide. Bien joué 👍😉,Positive,Customer Service,2024-05,1
Commande facile,5,2024-05-30,"Commande facile, envoi très rapide et sécurisé. ",Positive,Customer Service,2024-05,1
Pas de mauvaise surprise,5,2024-05-30,Pas de mauvaise surprise ,Positive,Uncategorized,2024-05,1
J'ai trouvé ce que je voulais assez…,5,2024-05-30,J'ai trouvé ce que je voulais assez facilement et la suite s'est déroulée sans souci (paiement et livraison),Positive,Shipping,2024-05,1
excellent livraison paquet bien proteger,5,2024-05-30,excellent livraison paquet bien proteger ,Positive,Shipping,2024-05,1
Transaction effectuée avec simplicité…,5,2024-05-30,Transaction effectuée avec simplicité et efficacité ,Positive,Uncategorized,2024-05,1
Livraison très rapide et conforme à la…,4,2024-05-30,Livraison très rapide et conforme à la description. ,Positive,Shipping,2024-05,1
Livraison et tarifs compétitifs.,5,2024-05-30,"Livraison et tarifs compétitifs.
Il manque juste un facture avec TVA",Positive,Electronics,2024-05,1
Bravo et merci à Rakuten France pour son professionnalisme !,5,2024-05-30,"Je mets 5 étoiles à Rakuten France car c'est une plate-forme d'achats très professionnelle. J'ai passé de nombreuses commandes chez Rakuten et je n'ai jamais eu le moindre problème. Les vendeurs sont sérieux et le fait de pouvoir les noter en fonction de la qualité des produits reçus, de l'emballage, du suivi de l'expédition est un gros avantage pour l'acheteur. Si je viens noter cette plate-forme, c'est pour partager mon expérience positive qui peut-être permettra à d'éventuels acheteurs de consulter l'impressionnant catalogue de produits. Bravo et merci à Rakuten France.",Positive,Customer Service,2024-05,1
Ravie,5,2024-05-30,Produits de qualité (même si d'occasion). Les vendeurs sont impliqués et engagés auprès de leurs clients et l'entreprise. Les colis slnt livrés dans les temps et les produits emballés avec soin.,Positive,Customer Service,2024-05,1
rapidité,5,2024-05-30,"rapidité, efficacité du service proposé",Positive,Customer Service,2024-05,1
Bonjour ça pas été compliqué merci et…,5,2024-05-30,Bonjour ça pas été compliqué merci et bonne journée merci .,Positive,Uncategorized,2024-05,1
Premier achat chez Rakuten d'un produit…,5,2024-05-30,Premier achat chez Rakuten d'un produit électronique et je n'ai pas été décu le produit a été livré très rapidement et le produit était totalement conforme à la description,Positive,Shipping,2024-05,1
Colis parfait,5,2024-05-30,Colis parfait. Délais de livraison respectés. Disque en bon état. Film exceptionnel qui a marqué l'histoire de Hammer Films.,Positive,Shipping,2024-05,1
Transaction parfaite,5,2024-05-30,Transaction parfaite. Objet conforme à la description. Excellente communication. Rapidité. A recommander +++,Positive,Customer Service,2024-05,1
L’utilisation du porte monnaie rend…,5,2024-05-30,"L’utilisation du porte monnaie rend l’étape aisée. Ciblage des vendeurs respectueux . Rapidité, état de l’objet.
Merci ",Positive,Uncategorized,2024-05,1
Fiabilité et rapidité !,5,2024-05-30,Fiabilité et rapidité !,Positive,Uncategorized,2024-05,1
service impeccable ,5,2024-05-30,"Service impeccable. Rapide, fiable, produits reçus en parfait état. ",Positive,Customer Service,2024-05,1
Rakuten est pratique,5,2024-05-30,"Rakuten est pratique pour trouver des choses d'occasion que l'on trouve pas ailleurs. C'est souvent plus cher que sur le bon coin, mais c'est beaucoup plus pratique et sûr je pense. Je n'ai jamais eu aucun soucis avec un vendeur ou un acheteur",Positive,Uncategorized,2024-05,1
Colis en bon état et bien emballé.,5,2024-05-30,Colis en bon état et bien emballé.,Positive,Shipping,2024-05,1
Choix des articles et rapidité d'envoi,5,2024-05-30,Choix des articles et rapidité d'envoi ,Positive,Shipping,2024-05,1
Transaction réalisée avec succès ,5,2024-05-30,"Transaction réalisée avec succès, nous utilisons régulièrement la plateforme Rakuten et nous sommes toujours satisfaits ! ",Positive,Uncategorized,2024-05,1
Parfaitt toujours satisfaite avec…,5,2024-05-30,Parfaitt toujours satisfaite avec rakuten ,Positive,Uncategorized,2024-05,1
tout c est bien passé  . nickel,5,2024-05-30,"tout c est bien passé . l article était en réapprovisionnement,  et en fin de compte il n à pas tarder ",Positive,Marketplace,2024-05,1
Rien à redire,5,2024-05-29,Facilité de commande. Réactivité du vendeur. Délai de livraison excellent.,Positive,Customer Service,2024-05,1
Qualité du livre ancien,5,2024-05-30,Qualité du livre ancien,Positive,Uncategorized,2024-05,1
Bonne transaction,5,2024-05-30,"Bonne transaction entre le moment de la commande et la réception.
Petit bémol j'avais posé une question sur le type de colis que je recevrai mais la réponse ne correspondait pas car on m'a demandé mon numéro de commande alors que je n'avais pas encore commandé vu que je posais une question sur le type de colis. Donc jai commandé sans avoir la réponse. Sinon tout ok.",Positive,Customer Service,2024-05,1
rapide et livre correspondant à mon espérance,5,2024-05-30,rapide et livre correspondant à mon espérance,Positive,Uncategorized,2024-05,1
Rapide efficace produit de qualité,5,2024-05-30,Rapide efficace produit de qualité ,Positive,Marketplace,2024-05,1
achat en toute confiance,4,2024-05-30,"Achat sans encombre, reception rapide, produit en bel état.",Positive,Marketplace,2024-05,1
Livraison rapide,5,2024-05-18,"Livraison rapide, emballage extra et produit comme neuf. Excellent vendeur.",Positive,Shipping,2024-05,1
"Ras, conforme à la commande ",5,2024-05-20,"Ras, produit et délai conformes",Positive,Shipping,2024-05,1
"parfait  , très bien",5,2024-05-22,"parfait , facile et rapide , bon contact",Positive,Customer Service,2024-05,1
Eviter d'acheter chez RAKUTEN mauvaise…,1,2024-05-20,Eviter d'acheter chez RAKUTEN mauvaise expérience après l'achat du S21 5G toujours garantie et présente un défaut de fabrication et à ce jour RAKUTEN ne veut pas prendre en charge les réparations alors que le S21 est toujours sous garantie. il se couvre derrière un vendeur fantome.Je vous conseille d'acheter sur une autre plateforme.,Neutral,Uncategorized,2024-05,0
Très satisfaite livraison rapide…,5,2024-05-22,Très satisfaite livraison rapide service très bien . Je fais empilement confiance à Rakuten. Merci pour votre sérieux.,Positive,Customer Service,2024-05,1
Tour m'a satisfaite,5,2024-05-22,Tour m'a satisfaite ,Positive,Uncategorized,2024-05,1
Top!,5,2024-05-22,"Tout s'est très bien passé. Recherche des articles qui m'intéressaient, choix entre plusieurs vendeurs, prix attractifs et rapidité d'expédition. C'est parfait, merci!",Positive,Shipping,2024-05,1
Site sérieux,5,2024-05-22,Site sérieux. Bonne gamme de choix,Positive,Marketplace,2024-05,1
Achat sans problème.,5,2024-04-22,Achat sans problème.,Positive,Customer Service,2024-04,1
Réclamation refusée,1,2023-11-19,"Le 19-nov 2023, le service client a refusé ma réclamation concernant un disque dur.  Je n'ai pas reçu le modèle indiqué dans le titre de l'annonce. J'avais pourtant indiqué dans ma réclamation la différence de références. J'avais pourtant pris votre extension de garantie. Je ne prendrai plus le risque de passer par vos services, sauf pour quelques euros < 2 € peut-être.
Désolé, il est plus facile de perdre un client que d'en regagner un. EN tout cas, ce ne sera pas moi.",Neutral,Customer Service,2023-11,0
Les livraisons sont arrivées rapidement…,5,2024-05-22,Les livraisons sont arrivées rapidement et les livres étaient conformes à l’état indiqué!,Positive,Shipping,2024-05,1
Très bien ,5,2024-05-22,Très bien ! Conforme à la description. Ma commande est arrivée rapidement. Bon rapport qualité prix ! Merci ! ,Positive,Customer Service,2024-05,1
Je recommande.,5,2024-05-30,Commandes honorées sauf une (désistement du vendeur). Pas de soucis sur aucune commande. Beaucoup de choix et livraison dans les temps.,Positive,Customer Service,2024-05,1
l'efficacité,5,2024-05-22,"Je suis satisfaite,le livre reçu est en très bon état,je l'ai reçu rapidement.Rien d'autre à dire,je suis cliente depuis longtemps,et je continue.
Merci",Positive,Uncategorized,2024-05,1
commande sur le site en directe et recu…,4,2024-05-27,"commande sur le site en directe et recu par mondial relay . une petite reserve car au debut la connection ne se faisait pas et la demande pour rentrer comme noveau client ne fonctionnait pas 
",Positive,Customer Service,2024-05,1
Parfait,5,2024-05-22,"Parfait, rapide",Positive,Uncategorized,2024-05,1
On trouve toujours l'article que l'on…,5,2024-05-22,On trouve toujours l'article que l'on veut. J'apprécie le sérieux de rakuten.,Positive,Marketplace,2024-05,1
rapide et pratique en point relais.,5,2024-05-22,rapide et pratique en point relais.,Positive,Uncategorized,2024-05,1
Satisfaction de cette transaction.,5,2024-05-22,Satisfait d'avoir acheter ce produit.,Positive,Marketplace,2024-05,1
S20 fe ,5,2024-05-22,Conforme à la commande ,Positive,Customer Service,2024-05,1
Très bon contact avec le vendeur,5,2024-05-22,Très bon contact avec le vendeur. Délai et service impeccable !,Positive,Customer Service,2024-05,1
Très satisfaite de ma commande.,5,2024-05-22,"Très satisfaite de ma commande.
Le livre était en parfait état.",Positive,Customer Service,2024-05,1
Satisfaite de cet achat,5,2024-05-22,Mon achat c'est très bien passer je suis satisfaite de cet achat sur Rakuten.,Positive,Uncategorized,2024-05,1
je ne vois pas ce que avoir acheté un…,5,2024-05-22,"je ne vois pas ce que avoir acheté un bidon d'huile peut apporter comme expérience extraordinaire même en passant par RAKUTEN
  Cordialement
   ",Positive,Food,2024-05,1
Bon site fiable pour l'acquisition…,5,2024-05-22,"Bon site fiable pour l'acquisition d'ouvrages d'occasion, utilisé depuis des années, simple et efficace. Merci !!",Positive,Marketplace,2024-05,1
Je suis toujours contente de mes achats…,5,2024-05-19,Je suis toujours contente de mes achats rakuten. Jamais rien à redire sur mes achats toujours conformes à la description et lorsqu'une commande ne peut aboutir je suis prévenue très vite. Pour moi tout est fluide et très correct.,Positive,Customer Service,2024-05,1
Rapide et très bien,5,2024-05-22,Rapide et très bien,Positive,Uncategorized,2024-05,1
Pas de réponse à ma réclamation,1,2024-04-24,"Depuis 6 mois je vends mes livres sur RAKUTEN sous le nom de buis46. Or,le Service Clients VENDEURS Rakuten s’oppose toujours à recevoir mes  messages en faisant apparaître le message « Vous n’avez encore effectué aucun ACHAT « 
J’avais signalé ce dysfonctionnement le 24 avril via le compte de mon mari lire 46. Je reste sans réponse.


",Neutral,Customer Service,2024-04,0
Tous les produits disponibles sur notre…,5,2024-05-22,"Tous les produits disponibles sur notre site sont neufs ou d'occasion et offerts à des prix très compétitif, communication aisée et efficace avec les clients.",Positive,Customer Service,2024-05,1
Rapide et tres satisfaite,5,2024-05-22,Rapide et tres satisfaite ,Positive,Uncategorized,2024-05,1
Bon produit et livraison sans problème.,5,2024-05-21,Bon produit et livraison sans problème.,Positive,Customer Service,2024-05,1
Hallucinant ,1,2024-05-22,"Pour mon premier achat chez vous.
J'ai reçu un  téléphone avec un faux écran Samsung S22 ultra, On dirait que si une tentative d'escroquerie heureusement que je connais bien les produits Samsung.j'espère que la plupart des vendeurs de Rakuten, ils sont sérieux .",Neutral,Electronics,2024-05,0
Rapide et sérieux rien à redire,5,2024-05-22,Rapide et sérieux rien à redire ,Positive,Uncategorized,2024-05,1
Tout est parfait,5,2024-05-22,Tout est parfait. Excellent rapport qualité prix. ,Positive,Uncategorized,2024-05,1
Produit conforme à ma recherche,5,2024-05-22,j'ai trouvé le produit que je cherchais.,Positive,Marketplace,2024-05,1
Les commandes sont conformes aux…,5,2024-05-22,Les commandes sont conformes aux annonces depuis que je commandes ,Positive,Customer Service,2024-05,1
État conforme et reçus dans les délais…,5,2024-05-22,État conforme et reçus dans les délais annonces,Positive,Shipping,2024-05,1
tres satisfaite,5,2024-05-22,"tres satisfaite
",Positive,Uncategorized,2024-05,1
Rapidité,5,2024-05-22,"A 2 reprises j'ai commandé des vitres protectrices pour mon téléphone, je les ai reçues très rapidement",Positive,Electronics,2024-05,1
Top pour acheter d'occasion ,5,2024-05-22,"Achat de livres d'occasion en toute confiance 
",Positive,Uncategorized,2024-05,1
Super envoi,5,2024-05-22,"Super envoi, rapide, emballage au top!",Positive,Shipping,2024-05,1
Livres,5,2024-05-22,Satisfait sur la commande et la livraison ,Positive,Customer Service,2024-05,1
Très bonne expérience,5,2024-05-29,"Facilité de commande, facilité de paiement. Envoi rapide",Positive,Customer Service,2024-05,1
Commande de dvd ,5,2024-05-22,Rien à redire sa fait longtemps que je commande chez vous,Positive,Customer Service,2024-05,1
Impeccable,5,2024-05-22,Impeccable. rapide et efficace. livre en très bon état.,Positive,Uncategorized,2024-05,1
prix intéressant ,5,2024-05-22,prix intéressant livraison rapide bonne communication des vendeurs  .,Positive,Shipping,2024-05,1
Produits conformes à la description,5,2024-05-22,Produits conformes à la description ,Positive,Marketplace,2024-05,1
Toujours eu satisfaction.,5,2024-05-22,Toujours eu satisfaction.,Positive,Customer Service,2024-05,1
A se jour,5,2024-04-25,"A se jour, mes commendes on toujours été respectée et conformes a mes attentes.",Positive,Uncategorized,2024-04,1
Rakuten fuit ses responsabilités.,1,2024-05-30,"Rakuten fuit ses responsabilités.
Dans mon cas, il n'applique pas la législation française, ni ses propres conditions (disponible dans l'onglet juridique du site Rakuten) . ""les conditions de vente pro"" et ""Garantie reconditionné"" ne sont pas respectées ou volontairement ignorer.

Ma très désagréable expérience Rakuten. 
Trois mois après l'achat d'un téléphone reconditionné Iphone 13 pro max 723€ en novembre 2023 sur le site Rakuten, celui tombe en panne (ça arrive). 
Dans le Genius bar Apple du val d'Europe, diagnostique et le véridique tombe carte mère à changer 600€. Mince mais un téléphone reconditionné est garanti minimum 1 an.

Je prends contact avec le vendeur Rakuten ""français"" Lyphone2 et je suis la procédure (mail ,photo, code, expédition UPS pour Barcelone...).  
Lyphone 2 m'explique avoir réceptionner le téléphone et qu'il valide le remboursement. Début avril 2024, mail de Lyphone -> merci de faire la demande de remboursement à Rakuten ... Vous devinez la suite ?
Ping pong avec Rakuten. Lyphone 2 n'est plus vendeur sur Rakuten je rappelle que dans le ""condition de vente pro"" il y a des obligations avant résiliation du vendeur -> création d'un porte-monnaie réclamation, obligation du vendeur à respecter la législation française mais non Rakuten fuit ses responsabilités.
Aujourd'hui me voilà obliger t'entamer une procédure juridique chronophage, à cause d'un service client Rakuten malhonnête et décevant.
Conclusion éviter d'acheter sur Rakuten. 

La blague du formulaire Joelah. 
On arrive sur le site Rakuten on se connecte et on repart (sans historique des précédents échanges bien sur) sur une demande avec toujours la même conclusion.
Je réitère mon avis. Service client inutile et faussement à l'écoute.   
",Neutral,Electronics,2024-05,0
achat d'un smartphone.,5,2024-05-17,j'ai rçu un article conforme  sa description et dans les délais prévus . ,Positive,Shipping,2024-05,1
Je déconseille fortement ce site:,1,2024-05-30,"Je déconseille fortement ce site:
- mon premier achat fut une clé de logiciel qui s’est avéré être bidon et aucune réaction de Rakuten 
- 2nd achat un produit dont le vendeur ne s’est jamais manifesté et après plusieurs jours la vente a été annulée : perte de temps ",Neutral,Marketplace,2024-05,0
Je n’ai pas reçu mes commandes,1,2024-05-20,Je n’ai pas reçu mes commandes ,Neutral,Customer Service,2024-05,0
le cauchemar rakuten,1,2024-05-29,"j'ai acheter un article non conforme a l'annonce 
j'ai renvoyer le colis au service garanti satisfait ou rembourser et je n'ai jamais été rembourser et le service client me fait tourner en rond
arnaque?


EDIT: ultralol ! Rakuten répond a mon commentaire, mais malgres les informations transmises je n’ai toujours aucune nouvelles! Rakuten un des services client les plus fallacieux de france, des opérateurs étrangers complètement désimpliqués qui envoient des e-mails préfabriqués a l’avance.
Arnaque!


DOUBLE EDIT: reçu un message particulièrement insultant (reference scatophiles) d’un responsable après avoir laissé le commentaire! Lol lol lol",Positive,Customer Service,2024-05,0
"comforme à mon attente ,comme…",5,2024-05-18,"comforme à mon attente ,comme d'habitude sur le site .",Positive,Marketplace,2024-05,1
Malgré la promesse de remboursement…,1,2023-10-20,"Malgré la promesse de remboursement d'un article ne correspondant pas à ma commande, je ne suis toujours pas remboursé
suivi  n° 6A25496851660 ",Neutral,Customer Service,2023-10,0
Respect de la livraison,5,2024-05-15,"Respect de la livraison, produit conforme à la description",Positive,Shipping,2024-05,1
Suivi livraison catastrophique,1,2024-05-14,"Je suis en colère. Mon fils a fait tomber son téléphone, il en commande un avec une livraison en express (frais 11€) sous 48h car il en a besoin de pour travailler. Une semaine après toujours rien, aucune information sur le suivi de livraison sur le site. il contacte Rakuten et on lui demande d'attendre 3 jours ce qu'il fait.
2 semaines après  la commande le vendeur met à jour le statut de la livraison. Durant tout ce temps le colis était à la poste. Aucun avis reçu de la poste, ni de suivi sur internet, le transporteur a dû le déposer à la poste. Rakuten c'est terminé ! je ne recommanderai pas ce site à mes amis. ",Neutral,Electronics,2024-05,0
Envois produits satisfaisants,4,2024-05-17,"Envoi rapide après commande. 
Bon service après vente",Positive,Customer Service,2024-05,1
Parfait et rapide,5,2024-05-17,Parfait et rapide,Positive,Uncategorized,2024-05,1
Efficacité,5,2024-05-17,Efficacité ,Positive,Uncategorized,2024-05,1
ATTENTION SITE QUI S'INSCRIT COMME…,1,2024-05-29,"ATTENTION SITE QUI S'INSCRIT COMME COMPLICE DE FRAUDEURS
J'ai récemment acheté un téléphone Samsung que j'ai reçu plus rapidement que prévu. C'était satisfaisant
Rapidement on vous demande de confirmer la bonne réception du produit. Ce que j'ai fait, le téléphone était neuf et les premiers essais étaient fonctionnels
Seulement voilà, rapidement je me suis rendue compte de quelques imperfections. Les appels fonctionnaient bien chez moi parce que j'étais en wifi mais sans wifi je ne pouvais ni appeler ni recevoir d'appels. Un comble pour un téléphone. J'ai même changé ma carte SIM, en vain, je ne comprenais pas le problème. J'ai contacté l'assistance Samsung qui a conclu que l'appareil n'était pas destiné à la France mais aux USA donc il ne pouvait pas fonctionner en totalité
J'ai donc contacté Rakuten qui s'est défilé sous le prétexte que j'avais confirmé la réception du produit et donc mon droit de rétractation de 14 jours et bien, je ne l'avais plus !
Et Rakuten me répond ne plus rien pouvoir faire pour moi. Ils me renvoient vers le vendeur, qui bien sûre ne me répond pas ! Comme si Rakuten ne pouvait pas jouer l'intermédiaire alors qu'ils le sont ! 
Conclusion Rakuten cautionne les arnaques et continuent les ventes de ce vendeur fraudeur
ATTENTION À VOUS PRÉFÉREZ D'AUTRES SITES MÊME SI ÇA VOUS PARAÎT PLUS CHER, CROYEZ MOI C'EST JUSTIFIÉ ",Neutral,Electronics,2024-05,0
achat sans problème,5,2024-05-21,achat sans problème ,Positive,Customer Service,2024-05,1
Super plateforme vente/achat,5,2024-01-30,"J'ai vendu et acheté sur ce site. 
Hyper secure. Trop contente de l'expérience achat/vente",Positive,Marketplace,2024-01,1
Bonne expérience ,5,2024-05-21,La vente c est très bien passée et a bien été géré par Rakuten. ,Positive,Marketplace,2024-05,1
Au top ,5,2024-05-21,"Comme toujours au top.
Rapidité de livraison,qualité des marchands et articles.
Jamais déçu ",Positive,Shipping,2024-05,1
Bien,5,2024-05-21,"Bien
livraison OK",Positive,Shipping,2024-05,1
Bon service du début à la fin,5,2024-05-21,"Le suivi est bon, le vendeur a répondu quand on a posé une question. Les produits étaient très bien emballés et aujourd'hui, tout fonctionne correctement. ",Positive,Marketplace,2024-05,1
Tarifs attractifs et livraison simple…,5,2024-05-20,Tarifs attractifs et livraison simple et rapide.,Positive,Shipping,2024-05,1
Produit bien emballé,5,2024-05-21,"Produit bien emballé, livré dans les délais annoncés.",Positive,Shipping,2024-05,1
Ça partait si bien,1,2024-05-29,"Ça partait si bien, la commande ( 323300940) est arrivée relativement vite un écran Polaroid 4K HRD et a été installé chez moi avec succès mais énorme déception en appuyant sur le bouton pour l'allumer une merveilleuse bar coloré qui gâche évidemment TOUT.
J'ai appelé le site qui m'a fourni ( C discount) qui m'informe qu'une page de discussion Vien d'être ouvert avec le vendeur et que logiquement le produit devrait être repris ou réparé nous allons voir maintenant si raketten est un site fiable pour le remboursement ou la reprise d'un produit.",Neutral,Customer Service,2024-05,0
DECEPTION,1,2024-05-20,"Client chez RAKUTEN depuis très longtemps et voici que lors de ma dernière commande 2 articles n'ont pas été livrés. Je signale donc ce fait et l'on m'indique que le délai de réclamation est expiré...De quel droit se manque t-on ainsi de ses clients. 
Sans réaction de réparation de RAKUTEN je cesserai de commander et ferai connaître mon expérience autour de moi ainsi que sur les réseaux sociaux. ",Positive,Customer Service,2024-05,0
bien,4,2024-05-20,je suis satisfait,Positive,Uncategorized,2024-05,1
Prix très accessible du produit…,5,2024-05-19,Prix très accessible du produit parfaitement conforme à la description de l'annonce et bonne communication avec le vendeur. ,Positive,Marketplace,2024-05,1
la rapidité de la livraison,5,2024-05-20,la rapidité de la livraison. la qualité du produit.,Positive,Shipping,2024-05,1
Conditions d'envoi parfaites.,5,2024-05-19,"Conditions d'envoi parfaites.
Communication efficace avec le vendeur.",Positive,Shipping,2024-05,1
Recherche facile.,4,2024-05-19,Recherche facile.,Positive,Uncategorized,2024-05,1
Facilité ,5,2024-05-20,Facilité de commande rapide et claire,Positive,Customer Service,2024-05,1
Communication clair et net et envoie de…,5,2024-05-27,"Communication clair et net et envoie de la marchandise rapide
",Positive,Shipping,2024-05,1
j'aime beaucoup se site car simple et…,5,2024-05-27,j'aime beaucoup se site car simple et clair en utilisation ,Positive,Marketplace,2024-05,1
Très satisfaite du début à la fin de la commande,5,2024-05-27,"La commande est très simple puis l'envoi de l'article est toujours rapide. J'ai toujours été satisfaite de l'état des livres d'occasion conforme à la description.
Michèle",Positive,Customer Service,2024-05,1
"Parfait, je recommande ",5,2024-05-27,"Article conforme aux attentes, délai d’expédition respecté. Je recommande vivement ",Positive,Customer Service,2024-05,1
Très performant au niveau des tarifs ,5,2024-05-27,"La relation Rakuten/acheteur très bonne bien qu'au téléphone l'opérateur patient, poli et clair a reconnu le brouillage de la communication venant de vous.",Positive,Electronics,2024-05,1
Vendeur totalement fiable,5,2024-05-13,"Rapide, efficace, économique. C'est ma 5ème commande. Je suis toujours aussi satisfait.",Positive,Customer Service,2024-05,1
trotinette,4,2024-05-20,je suis satisfaite,Positive,Uncategorized,2024-05,1
Bonjour ,1,2024-05-27,"Bonjour , j ai acheté un petit électroménager ..
J ai été surprise qu il ne soit pas propre ...
L intitulé étant reconditionne , je pensais avoir le livret d itilisation accompagné de l article ..
J ai eu un rabais donc je l ai gardé...",Neutral,Electronics,2024-05,0
Très content de ma commande.,5,2024-05-25,"Très content de ma commande.
État impeccable et très bien emballé.
Super vendeur. 
Merci ",Positive,Customer Service,2024-05,1
Enfin  un  Super Hero des Films que l'on ne trouve  plus…,5,2024-05-17,"Je suis  heureuse d'avoir commandé ces  2 DVD  que l'on  ne trouvait plus dans les magasins. 
Je suis tellement contente que  je vais recommander  d'autres  Fims .",Positive,Customer Service,2024-05,1
très bien,5,2024-05-27,Aucun problème pour utiliser Office,Positive,Customer Service,2024-05,1
Simple et efficace,5,2024-05-25,Commande reçue rapidement et l'ouvrage était dans l'état indiqué.,Positive,Customer Service,2024-05,1
Merci beaucoup pour votre service ,5,2024-05-20,Cette expérience était bonne ! Merci ,Positive,Uncategorized,2024-05,1
Simple et efficace,4,2024-05-27,Je cherchais Microsoft pas cher et grâce à Rakuten j'ai eu ce que je cherché à un prix imbattable,Positive,Uncategorized,2024-05,1
tres bien,5,2024-05-17,la transaction c'est tres bien passe objet reçu dans les temps.,Positive,Uncategorized,2024-05,1
Un choix de produits très intéressant,4,2024-05-27,"Un choix de produits très intéressant, des prix attractifs seul bémol : beaucoup de vendeurs qui s'annoncent Français mais dont les marchandises viennent de  Chine. Il faut bien regarder les délais de livraison.",Positive,Shipping,2024-05,1
Une enseigne sérieuse ,5,2024-05-20,"À part un délai un poil long pour la housse de mon smartphone, une commande satisfaite en tous points (smartphone+accessoires)
Ma commande précédente n'était pas arrivée et j'ai été remboursé facilement.
",Positive,Electronics,2024-05,1
Satisfaite ,5,2024-05-20,"L experience est bonne, car je connais le produit depuis longtemps, et, que vos prix sont très corrects. ",Positive,Marketplace,2024-05,1
Très bon site,5,2024-05-27,"J'aime beaucoup ce site. 
Facile de consultation, de choix et clair dans les transactions. 
Le suivi des commandes se fait en fil de l'eau et les notifications sont précises. ",Positive,Customer Service,2024-05,1
La livraison de ma commande fut rapide.,5,2024-05-27,"La livraison de ma commande fut rapide.
Mon colis a été emballé avec soins.
La description de celui-ci fait par le vendeur est fidèle et conforme.
Tout c'est très bien passé.
  ",Positive,Customer Service,2024-05,1
Article et livraison parfaits,5,2024-05-20,Article et livraison parfaits ,Positive,Shipping,2024-05,1
utile et avantageux,5,2024-05-27,"J'ai pu acheter un livre dont une personne n'avait probablement plus l'usage, en bon état et moins cher qu'un livre neuf",Positive,Uncategorized,2024-05,1
envoi rapide de ma commande,5,2024-05-20,envoi rapide de ma commande,Positive,Customer Service,2024-05,1
Super site 👍,5,2024-05-27,"Envoi soigné, rapide et livres de qualité.
Rien de négatif à dire",Positive,Shipping,2024-05,1
Qualité du service ,5,2024-05-20,"Qualité du service 
Livraison rapide ",Positive,Customer Service,2024-05,1
Parfait ,5,2024-05-27,"Top, le livre en bon état était accompagné d’un gentil message 😍",Positive,Uncategorized,2024-05,1
Le choix est important,5,2024-05-20,"Le choix est important, ce sont souvent po6moi des livres 📚 difficiles à obtenir ",Positive,Uncategorized,2024-05,1
Article commandé  bien reçu et conforme…,5,2024-05-20,"Article commandé  bien reçu et conforme , emballage impeccable, RAS ",Positive,Marketplace,2024-05,1
Super,5,2024-05-27,Vraiment serieux,Positive,Uncategorized,2024-05,1
Je n’ai toujours pas reçu ma commande,2,2024-05-20,Je n’ai toujours pas reçu ma commande ,Neutral,Customer Service,2024-05,0
Produit conforme,5,2024-05-27,"Produit conforme, livraison rapide et sécurisée, vendeur Marketplace fiable.
Très satisfait ",Positive,Shipping,2024-05,1
Livraison comme indiquée et signalée…,5,2024-05-27,Livraison comme indiquée et signalée aussitôt arrivée au point de dépôt. ,Positive,Shipping,2024-05,1
rien a signaler,5,2024-05-20,rien a signaler,Positive,Uncategorized,2024-05,1
Fluidité de la procédure ,4,2024-05-20,Fluidité de la procédure ! . . .,Positive,Uncategorized,2024-05,1
Bon rapport qualité prix,4,2024-05-20,"Bon rapport qualité prix. 
Service de livraison impeccable, les livreurs ont bien déposé en appartement, avec possibilité de vérifier le colis 
Ce qui n'est pas toujours le cas 
Pas déçu ",Positive,Customer Service,2024-05,1
très bonne expérience,5,2024-05-20,"Prix contenus, délais respectés, rien à reprocher !",Positive,Shipping,2024-05,1
Impeccable,5,2024-05-27,"Impeccable, rien à dire.",Positive,Uncategorized,2024-05,1
Satisfaction ,5,2024-05-20,Je trouve dans votre entreprise les produits sont en bonne qualité et la livraison est parfaite ,Positive,Shipping,2024-05,1
Satisfait de raluten.,5,2024-05-20,"Rapport qualité prix satisfaisant.
Conformité des produits et envoi dans les délais prévus.",Positive,Shipping,2024-05,1
Site sérieux,5,2024-05-27,"Site sérieux, pas de problème avec les différents marchands.",Positive,Customer Service,2024-05,1
Parfait ,5,2024-05-17,"Bien, tout est OK! 
Très professionnel ",Positive,Uncategorized,2024-05,1
livre en très bon état ,5,2024-05-20,"livre en très bon état , expédié rapidement, merci",Positive,Uncategorized,2024-05,1
De nombreuses commandes sur RAKUTEN,5,2024-05-27,"De nombreuses commandes sur RAKUTEN, jamais déçu du service. Par contre je n'ai jamais utilisé de points bonus, je ne sais pas comment ça fonctionne...! 
",Positive,Customer Service,2024-05,1
Site clair,5,2024-05-20,"Site clair, prix top, facilité de commande et paiement ",Positive,Customer Service,2024-05,1
